,sigla,prerrequisitos,relacion_prerreq_rest,restricciones,equivalencias
3707,ANT311Q,ANT307Q,No tiene,No tiene,No tiene
3708,ANT310,No tiene,No tiene,((Escuela=Antropologia) y (Creditos >= 200)),No tiene
3709,ANT310Q,ANT306Q,No tiene,No tiene,No tiene
3710,ANT305Q,ANT120 y ANT1600 y ANT1610 y ANT302Q,No tiene,No tiene,No tiene
3711,ANT304Q,ANT120 y ANT1600 y ANT1610 y ANT302Q,No tiene,No tiene,No tiene
3712,ANT303Q,ANT120 y ANT1600 y ANT1610 y ANT302Q,No tiene,No tiene,No tiene
3713,ANT3026,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3714,ANT3032,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3715,ANT3031,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3716,ANT3006,ANT3000 y ANT3001 y ANT3002 y ANT3003,y, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3717,ANT3005,ANT3000 y ANT3001 y ANT3002 y ANT3003,y, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3718,ANT3002,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3719,ANT3000,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3720,ANT300,No tiene,No tiene,((Escuela=Antropologia) y (Creditos >= 200)),No tiene
3721,ANT259,No tiene,No tiene,No tiene,No tiene
3722,ANT2531,No tiene,No tiene,(Creditos >= 300),No tiene
3723,ANT2325,No tiene,No tiene,No tiene,No tiene
3724,ANT2327,No tiene,No tiene,No tiene,No tiene
3725,ANT220,No tiene,No tiene,No tiene,No tiene
3726,ANT210,No tiene,No tiene,No tiene,No tiene
3727,ANT200,No tiene,No tiene,No tiene,(SOL155A)
3728,ANT190,(ANT180),No tiene,No tiene,No tiene
3729,ANT170,No tiene,No tiene,No tiene,No tiene
3730,ANT1610,No tiene,No tiene,No tiene,No tiene
3731,ANT160,(ANT100),No tiene,No tiene,No tiene
3732,ANT140,(ANT100),No tiene,No tiene,No tiene
3733,ANT135,No tiene,No tiene,No tiene,(ANT130 o SOL153A)
3734,ANT120,No tiene,No tiene,No tiene,No tiene
3735,ANT110,No tiene,No tiene,No tiene,No tiene
3736,ANT100,No tiene,No tiene,No tiene,No tiene
3737,DIA100S,No tiene,No tiene,No tiene,No tiene
3738,DBV4106,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3739,DBV4105,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3740,DBV4107,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3741,DBV4102,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3742,DBV4017,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3743,DBV4016,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3744,DBV4013,DBV4012,y, (Programa = Doct Biotec Vegetal),No tiene
3745,DBV4015,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3746,DBV4012,DBV4007,y, (Programa = Doct Biotec Vegetal),No tiene
3747,DBV4011,DBV4010,y, (Programa = Doct Biotec Vegetal),No tiene
3748,DBV4009,DBV4008,y, (Programa = Doct Biotec Vegetal),No tiene
3749,DBV4010,DBV4009,y, (Programa = Doct Biotec Vegetal),No tiene
3750,DBV4007,DBV4006,y, (Programa = Doct Biotec Vegetal),No tiene
3751,DBV4008,DBV4007,y, (Programa = Doct Biotec Vegetal),No tiene
3752,DBV4005,(DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4002) o (DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4003),No tiene,No tiene,No tiene
3753,DBV4006,(DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4002) o (DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4003),No tiene,No tiene,No tiene
3754,DBV4004,(DBV4001 y DBV4002) o (DBV4001 y DBV4003),No tiene,No tiene,No tiene
3755,AGZ3425,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
3756,AGZ3780,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3757,DBV4001,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
3758,AGZ3419,No tiene,No tiene, (Programa = Mag Sist Prod Animal),No tiene
3759,AGZ3418,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3760,AGZ341,AGZ320 o AGZ201,o,(Carrera=Medicina Veterinaria),(AGZ202)
3761,AGZ3414,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGZ3350)
3762,AGZ340,AGL221,No tiene,No tiene,No tiene
3763,AGZ334,AGZ320(c) o AGZ201(c),No tiene,No tiene,(AGZ205)
3764,AGZ333,AGC206(c),No tiene,No tiene,(AGZ203)
3765,AGZ332,(BIO245G y AGL204) o (BIO145G y AGL204) o (BIO331C y AGL204),No tiene,No tiene,(AGZ206)
3766,AGZ331,AGL221,o,(Carrera=Medicina Veterinaria),(AGZ167)
3767,AGZ321,AGL204,No tiene,No tiene,No tiene
3768,AGZ200,No tiene,No tiene,No tiene,No tiene
3769,AGR3556,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3770,AGR320,AGC206 y AGE207 y AGF201 y AGL221 y AGL232(c) y AGL233(c) y AGL280(c),No tiene,No tiene,No tiene
3771,AGR318,(AGE207 y AGF201 y AGC206 y AGL221) o (AGE206 y AGR220 y AGR212) o (AGE305 y AGF201 y AGC206 y AGL221) o (AGE305 y AGR220 y AGR212),No tiene,No tiene,No tiene
3772,AGR317,AGL232(c) y AGL233(c) y AGL280(c) y AGR205 y AGR303,No tiene,No tiene,No tiene
3773,AGR311,(AGC206 y AGE305 y AGF201 y AGL221) o (AGE305 y AGR212 y AGR220) o (BIO231C y BIO298E) o (BIO231C y BIO298M),o,(Creditos >= 200),No tiene
3774,AGR309,AGL232(c) y AGL233(c) y AGL280(c) y AGR303,No tiene,No tiene,(AGR325)
3775,AGR308,(AGR200 y AGR339) o (BIO231C y AGR339),No tiene,No tiene,(AGR341)
3776,AGR306,AGR220,No tiene,No tiene,No tiene
3777,AGR304,AGF201 o AAF201 o AGC1155 o AGR220 o AGR202,No tiene,No tiene,(AGR238)
3778,AGR3024,AGR3023,y, (Carrera = Mag Rec Naturales),No tiene
3779,AGR3022,No tiene,No tiene, (Programa = Mag Rec Naturales),No tiene
3780,AGR3023,No tiene,No tiene, (Carrera = Mag Rec Naturales),No tiene
3781,AGR302,AGR200 y AGR212 y AGR220,No tiene,No tiene,(AGR211)
3782,AGR3018,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3783,AGR3013,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3784,AGR3016,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
3785,AGR301,AGR220 y AGR209,No tiene,No tiene,No tiene
3786,AGR3003,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3787,AGR208,AGL110 o AAC110 o AGC1142,No tiene,No tiene,No tiene
3788,AGR205,MAT1519 o MAT220E o MAT1620,o,(Creditos >= 200),(AGR201)
3789,AGR200,(AGL060 y BIO108A) o (AGL101 y BIO108A) o (AGL101 y BIO110C),o,(Creditos >= 200),No tiene
3790,AGP4023,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3791,AGP4021,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3792,AGP4020,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3793,AGP4019,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3794,AGP4018,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3795,AGP4017,AGP3136 y (AGP3137 o AGP3138 o AGP3132) y AGP4001,y, (Carrera = Doct Cs de Agricult),No tiene
3796,AGP4016,AGP3136 y (AGP3137 o AGP3132 o AGP3138) y AGP4001,y, (Carrera = Doct Cs de Agricult),No tiene
3797,AGP4014,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3798,AGP4013,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3799,AGP4012,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3800,AGP4001,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3801,AGP4011,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3802,AGP4000,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
3803,AGP3138,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3132 o AGR3132)
3804,AGP3137,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3132 o AGR3132)
3805,AGP3136,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3806,AGP3135,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3106)
3807,AGP3134,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3105)
3808,AGP3016,No tiene,No tiene, (Programa = Mag Fis Y Prod Veget),No tiene
3809,AGP3132,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3102 o AGP3137 o AGP3138 o AGR3132)
3810,AGP3015,No tiene,No tiene, ((Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi)),No tiene
3811,AGL400,(AGC206 y AGE207 y AGF201 y AGL110 y AGL111 y AGL112 y AGL204 y AGL211 y AGL221 y BIO245G) o (AGE206 y AGL110 y AGL112 y AGR200 y AGR205 y AGR208 y AGR209 y AGR212 y AGR220 y AGR339),No tiene,No tiene,No tiene
3812,AGM3002,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3813,AGM3003,No tiene,No tiene, (Programa = Mag Gesti�n Empresas),No tiene
3814,AGM3000,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3815,AGM3001,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3816,AGL380,No tiene,No tiene,No tiene,No tiene
3817,AGL282,AGL201 o AAC201 o AGE1113,No tiene,No tiene,No tiene
3818,AGL280,(AGL201 y FIS109C) o (AGL201 y MAT1220),No tiene,No tiene,(AAC280 o AGE2113)
3819,AGL275,No tiene,No tiene,No tiene,No tiene
3820,AGL270,No tiene,No tiene,(Creditos >= 300),No tiene
3821,AGL233,AGL070(c) o AGL231,No tiene,No tiene,(AGL290)
3822,AGL232,(AGE206 y EAE105A) o (AGE207 y EAE105A) o (EAE105A y FIS109C),No tiene,No tiene,(AGL231)
3823,AGL221,(AGL060 y BIO141C) o (AGL060 y BIO141T) o (BIO141C y FIS109C) o (BIO141C y QIM202),No tiene,No tiene,(AAC221 o AGZ1147)
3824,AGL211,BIO211 o BIO211G o BIO225 o BIO277B,No tiene,No tiene,(AAC211 o AGC1146 o AGC1156 o AIF2100)
3825,AGL204,QIM202 o BIO228C o BIO257C,No tiene,No tiene,No tiene
3826,AGL203,BIO100 o BIO100B o BIO141 o BIO141C o BIO108A o BIO141T o AGL202,No tiene,No tiene,(AAC203 o AGC1163)
3827,AGL201,MAT113G o MAT1419 o MAT1501 o MAT1502 o MAT1503 o MAT1506 o MAT1100 o MAT210E o MAT1610,No tiene,No tiene,(AAC201 o AGE1113)
3828,AGL200,AGL100 y AGL231,No tiene,No tiene,(AAP200 o AGC2052 o AGE1061 o AGE2010 o AGF2000 o AIF1061)
3829,AGL150,AGL100 o AAP100 o AGF1051 o AIF1051,No tiene,No tiene,No tiene
3830,AGL112,(AGL040 y BIO211G(c) y MAT1100) o FIS1503 o FIS109C,No tiene,No tiene,(AAC112 o AGC1180 o FIZ1111)
3831,AGL111,AAC110 o AGC1142 o AGL110,No tiene,No tiene,(AAC111 o AGC1162 o AGR2162)
3832,AGL110,(BIO211G y QIM202) o (AGL040 y QIM201G),No tiene,No tiene,(AAC110 o AGC1142)
3833,AGL101,No tiene,No tiene,No tiene,No tiene
3834,AGL100,No tiene,No tiene,No tiene,(AAP100 o AGF1051 o AIF1051)
3835,AGL090,AGL070 y (AGL231(c) o AGL232(c)),No tiene,No tiene,No tiene
3836,AGL070,AGL060,No tiene,No tiene,No tiene
3837,AGL060,(AGL040 y AGL201(c)) o (AGL040 y AAC201(c)) o (AGL040 y AGE1113(c)) o (AGL201 y AAC201(c)) o (AGL201 y AGE1113(c)),No tiene,No tiene,(AGL021)
3838,AGL030,No tiene,No tiene,No tiene,(AGL010)
3839,AGL009,No tiene,No tiene,No tiene,No tiene
3840,AGF338,AGF326(c) o AGF301(c),No tiene,No tiene,(AGF305)
3841,AGF335,AGF325(c) o AGF312(c),No tiene,No tiene,No tiene
3842,AGF331,AGL204,No tiene,No tiene,(AGF303)
3843,AGF330,BIO211G y AGL110 y (AGF201 o AGR220),No tiene,No tiene,No tiene
3844,AGF329,AGF201 y AGL204,No tiene,No tiene,(AGF307)
3845,AGF328,AGF201,No tiene,No tiene,(AGF304)
3846,AGF327,AGF201,No tiene,No tiene,(AGF302)
3847,AGF326,AGF201 o AAF201 o AGC1155,No tiene,No tiene,(AGF301)
3848,AGF321,(AGC206 y AGL211) o (AGF201 y AGL211),No tiene,No tiene,(AGC321)
3849,AGF201,(AGL111 y AGL112 y AGL210) o (AGL060 y BIO211G),No tiene,No tiene,(AAF201 o AGC1155)
3850,AGE3819,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
3851,AGE3817,AGE3790 y AGE3791 y AGE3810 y AGE3811 y AGE3813 y AGE3814 y AGP3132,y,(Carrera=Mag Ec Agra y Ambien),No tiene
3852,AGE3815,AGE3812 o AGE3805,y, ((Programa = Mag Econ Agra Y Ambi) o (Programa = Doct Cs De Agricult)),(AGE3804)
3853,AGE3810,No tiene,No tiene, ((Carrera = Mag Ec Agra y Ambien) o (Carrera = Doct Cs de Agricult)),No tiene
3854,AGE3796,EAE110A y EAE120A,o,(Carrera=Mag Gestion Empresas) o (Carrera=Mag Sist Produc Anim) o (Carrera=Mag Fis y Prod Veget) o (Carrera=Mag Ec Agra y Ambien) o (Carrera=Mag Rec Naturales) o (Carrera=Doct Cs de Agricult),No tiene
3855,AGE3801,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
3856,AGE3812,No tiene,No tiene, ((Carrera = Mag Ec Agra y Ambien) o (Carrera = Doct Cs de Agricult)),(AGE3805)
3857,AGE3811,No tiene,No tiene, ((Carrera = Mag Ec Agra y Ambien) o (Carrera = Doct Cs de Agricult)),No tiene
3858,AGE3814,(AGE3812 y AGE3813) o (AGE3812 y AGE3806) o (AGE3805 y AGE3813) o (AGE3805 y AGE3806),y, (Programa = Mag Econ Agra Y Ambi),(AGE3807)
3859,AGE3792,EAE120A(c) o EAE1210(c),No tiene,No tiene,(AGE312 o AGE3310 o AGE3774)
3860,AGE3667,(AGL232 o AGL231),y, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
3861,AGE3666,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3862,AGE317,AGL280,No tiene,No tiene,(AGE307)
3863,AGE315,AGL232 o AGL231,No tiene,No tiene,(AGE304)
3864,AGE313,AGE207 o AGE206 o AGE305,No tiene,No tiene,No tiene
3865,AGE312,AGE207 o AGE206 o AGE305,No tiene,No tiene,(AGE3792)
3866,AGE308,AGE207 o AGE206 o AGE305,No tiene,No tiene,(AGE205 o AGL308)
3867,AGE303,No tiene,No tiene,(Creditos >= 400),(AAE303 o AGE2270 o AGE3009)
3868,AGE259,AGF201 y EAE105A,No tiene,No tiene,No tiene
3869,AGE207,EAE105A o EAE100A o EAE102A o EAE102C o EAE102G o EAE102S,No tiene,No tiene,(AGE305)
3870,AGE3009,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),(AGE303)
3871,AGE206,EAE105A o EAE100A o EAE102A o EAE102C o EAE102G o EAE102S,No tiene,No tiene,(AGE305)
3872,AGC3800,No tiene,No tiene, (Programa = Mag Fis Y Prod Veget),No tiene
3873,AGC3801,AGC3800,y, (Programa = Mag Fis Y Prod Veget),No tiene
3874,AGC3784,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
3875,AGC3783,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
3876,AGC3781,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
3877,AGC3779,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGR3779)
3878,AGC3667,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGC3508)
3879,AGC3666,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGC3507)
3880,AGC3650,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3881,AGC3665,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),(AGC3505)
3882,AGC3661,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGC3150)
3883,AGC3610,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3884,AGC3600,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3885,AGC322,AGL211,No tiene,No tiene,No tiene
3886,AGC319,AGL111,No tiene,No tiene,No tiene
3887,AGC318,AGL203,No tiene,No tiene,No tiene
3888,AGC317,AGL211,No tiene,No tiene,(AGC303)
3889,AGC313,AGL203 y AGL280(c),No tiene,No tiene,(AGC202)
3890,AGC312,AGC206,No tiene,No tiene,(AGC208)
3891,AGC310,AGC206,No tiene,No tiene,No tiene
3892,AGC262,No tiene,No tiene,No tiene,No tiene
3893,AGC261,No tiene,No tiene,No tiene,No tiene
3894,AGC3002,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
3895,AGC250,No tiene,No tiene,No tiene,No tiene
3896,AGC220,No tiene,No tiene,No tiene,No tiene
3897,AGC204,No tiene,No tiene,No tiene,(AAC200)
3898,AGC206,(AGL111 y AGL112 y AGL210) o (AGL060 y BIO211G),No tiene,No tiene,(AAV201 o AGC1154)
3899,ACT185,No tiene,No tiene,No tiene,(ACT1282)
3900,ACT181,(ACT101A y ACT101B y ACT101C) o (ACT101A y ACT101B y ACT101D) o (ACT101A y ACT101B y ACT101E) o (ACT101A y ACT101B y ACT101F) o (ACT101A y ACT101B y ACT101G) o (ACT101A y ACT101B y ACT101H) o (ACT101A y ACT101C y ACT101D) o (ACT101A y ACT101C y ACT101E) o (ACT101A y ACT101C y ACT101F) o (ACT101A y ACT101C y ACT101G) o (ACT101A y ACT101C y ACT101H) o (ACT101A y ACT101D y ACT101E) o (ACT101A y ACT101D y ACT101F) o (ACT101A y ACT101D y ACT101G) o (ACT101A y ACT101D y ACT101H) o (ACT101A y ACT101E y ACT101F) o (ACT101A y ACT101E y ACT101G) o (ACT101A y ACT101E y ACT101H) o (ACT101A y ACT101F y ACT101G) o (ACT101A y ACT101F y ACT101H) o (ACT101A y ACT101G y ACT101H) o (ACT101B y ACT101C y ACT101D) o (ACT101B y ACT101C y ACT101E) o (ACT101B y ACT101C y ACT101F) o (ACT101B y ACT101C y ACT101G) o (ACT101B y ACT101C y ACT101H) o (ACT101B y ACT101D y ACT101E) o (ACT101B y ACT101D y ACT101F) o (ACT101B y ACT101D y ACT101G) o (ACT101B y ACT101D y ACT101H) o (ACT101B y ACT101E y ACT101F) o (ACT101B y ACT101E y ACT101G) o (ACT101B y ACT101E y ACT101H) o (ACT101B y ACT101F y ACT101G) o (ACT101B y ACT101F y ACT101H) o (ACT101B y ACT101G y ACT101H) o (ACT101C y ACT101D y ACT101E) o (ACT101C y ACT101D y ACT101F) o (ACT101C y ACT101D y ACT101G) o (ACT101C y ACT101D y ACT101H) o (ACT101C y ACT101E y ACT101F) o (ACT101C y ACT101E y ACT101G) o (ACT101C y ACT101E y ACT101H) o (ACT101C y ACT101F y ACT101G) o (ACT101C y ACT101F y ACT101H) o (ACT101C y ACT101G y ACT101H) o (ACT101D y ACT101E y ACT101F) o (ACT101D y ACT101E y ACT101G) o (ACT101D y ACT101E y ACT101H) o (ACT101D y ACT101F y ACT101G) o (ACT101D y ACT101F y ACT101H) o (ACT101D y ACT101G y ACT101H) o (ACT101E y ACT101F y ACT101G) o (ACT101E y ACT101F y ACT101H) o (ACT101E y ACT101G y ACT101H) o (ACT101F y ACT101G y ACT101H),No tiene,No tiene,(ACT1281)
3901,ACT154,No tiene,No tiene,No tiene,(ACT1265)
3902,ACT148,No tiene,No tiene,No tiene,(ACT1225 o FAR0362)
3903,ACT143,ACT1233 o ACT133,No tiene,No tiene,(ACT1243)
3904,ACT142,ACT1234 o ACT132 o ACT1244,No tiene,No tiene,(ACT1254)
3905,ACT141,(ACT131),No tiene,No tiene,No tiene
3906,ACT139,No tiene,No tiene,No tiene,(ACO214E)
3907,ACT136,ACT1236 o ACT126,No tiene,No tiene,(ACT1246)
3908,ACT134,No tiene,No tiene,No tiene,(ACT1245)
3909,ACT133,ACT1223 o ACT123,No tiene,No tiene,(ACT1233)
3910,ACT132,ACT122 o ACT1224,No tiene,No tiene,(ACT1234 o ACT1244)
