sigla,Prerrequisitos,Relación entre prerrequisitos y restricciones,Restricciones,Equivalencias
ANT100,No tiene,No tiene,No tiene,No tiene
DIA100S,No tiene,No tiene,No tiene,No tiene
DBV4106,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
DBV4105,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
DBV4107,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
DBV4102,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
DBV4017,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
DBV4016,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
DBV4013,DBV4012,y, (Programa = Doct Biotec Vegetal),No tiene
DBV4015,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
DBV4012,DBV4007,y, (Programa = Doct Biotec Vegetal),No tiene
DBV4011,DBV4010,y, (Programa = Doct Biotec Vegetal),No tiene
DBV4009,DBV4008,y, (Programa = Doct Biotec Vegetal),No tiene
DBV4010,DBV4009,y, (Programa = Doct Biotec Vegetal),No tiene
DBV4007,DBV4006,y, (Programa = Doct Biotec Vegetal),No tiene
DBV4008,DBV4007,y, (Programa = Doct Biotec Vegetal),No tiene
DBV4005,(DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4002) o (DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4003),No tiene,No tiene,No tiene
DBV4006,(DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4002) o (DBV4101 y DBV4102 y DBV4103 y DBV4104 y DBV4105 y DBV4106 y DBV4107 y DBV4001 y DBV4003),No tiene,No tiene,No tiene
DBV4004,(DBV4001 y DBV4002) o (DBV4001 y DBV4003),No tiene,No tiene,No tiene
AGZ3425,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
AGZ3780,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
DBV4001,No tiene,No tiene, (Programa = Doct Biotec Vegetal),No tiene
AGZ3419,No tiene,No tiene, (Programa = Mag Sist Prod Animal),No tiene
AGZ3418,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGZ341,AGZ320 o AGZ201,o,(Carrera=Medicina Veterinaria),(AGZ202)
AGZ3414,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGZ3350)
AGZ340,AGL221,No tiene,No tiene,No tiene
AGZ334,AGZ320(c) o AGZ201(c),No tiene,No tiene,(AGZ205)
AGZ333,AGC206(c),No tiene,No tiene,(AGZ203)
AGZ332,(BIO245G y AGL204) o (BIO145G y AGL204) o (BIO331C y AGL204),No tiene,No tiene,(AGZ206)
AGZ331,AGL221,o,(Carrera=Medicina Veterinaria),(AGZ167)
AGZ321,AGL204,No tiene,No tiene,No tiene
AGZ200,No tiene,No tiene,No tiene,No tiene
AGR3556,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGR320,AGC206 y AGE207 y AGF201 y AGL221 y AGL232(c) y AGL233(c) y AGL280(c),No tiene,No tiene,No tiene
AGR318,(AGE207 y AGF201 y AGC206 y AGL221) o (AGE206 y AGR220 y AGR212) o (AGE305 y AGF201 y AGC206 y AGL221) o (AGE305 y AGR220 y AGR212),No tiene,No tiene,No tiene
AGR317,AGL232(c) y AGL233(c) y AGL280(c) y AGR205 y AGR303,No tiene,No tiene,No tiene
AGR311,(AGC206 y AGE305 y AGF201 y AGL221) o (AGE305 y AGR212 y AGR220) o (BIO231C y BIO298E) o (BIO231C y BIO298M),o,(Creditos >= 200),No tiene
AGR309,AGL232(c) y AGL233(c) y AGL280(c) y AGR303,No tiene,No tiene,(AGR325)
AGR308,(AGR200 y AGR339) o (BIO231C y AGR339),No tiene,No tiene,(AGR341)
AGR306,AGR220,No tiene,No tiene,No tiene
AGR304,AGF201 o AAF201 o AGC1155 o AGR220 o AGR202,No tiene,No tiene,(AGR238)
AGR3024,AGR3023,y, (Carrera = Mag Rec Naturales),No tiene
AGR3022,No tiene,No tiene, (Programa = Mag Rec Naturales),No tiene
AGR3023,No tiene,No tiene, (Carrera = Mag Rec Naturales),No tiene
AGR302,AGR200 y AGR212 y AGR220,No tiene,No tiene,(AGR211)
AGR3018,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGR3013,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGR3016,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
AGR301,AGR220 y AGR209,No tiene,No tiene,No tiene
AGR3003,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
AGR208,AGL110 o AAC110 o AGC1142,No tiene,No tiene,No tiene
AGR205,MAT1519 o MAT220E o MAT1620,o,(Creditos >= 200),(AGR201)
AGR200,(AGL060 y BIO108A) o (AGL101 y BIO108A) o (AGL101 y BIO110C),o,(Creditos >= 200),No tiene
AGP4023,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
AGP4021,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4020,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4019,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4018,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4017,AGP3136 y (AGP3137 o AGP3138 o AGP3132) y AGP4001,y, (Carrera = Doct Cs de Agricult),No tiene
AGP4016,AGP3136 y (AGP3137 o AGP3132 o AGP3138) y AGP4001,y, (Carrera = Doct Cs de Agricult),No tiene
AGP4014,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4013,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4012,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4001,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4011,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP4000,No tiene,No tiene, (Carrera = Doct Cs de Agricult),No tiene
AGP3138,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3132 o AGR3132)
AGP3137,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3132 o AGR3132)
AGP3136,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGP3135,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3106)
AGP3134,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3105)
AGP3016,No tiene,No tiene, (Programa = Mag Fis Y Prod Veget),No tiene
AGP3132,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGP3102 o AGP3137 o AGP3138 o AGR3132)
AGP3015,No tiene,No tiene, ((Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi)),No tiene
AGL400,(AGC206 y AGE207 y AGF201 y AGL110 y AGL111 y AGL112 y AGL204 y AGL211 y AGL221 y BIO245G) o (AGE206 y AGL110 y AGL112 y AGR200 y AGR205 y AGR208 y AGR209 y AGR212 y AGR220 y AGR339),No tiene,No tiene,No tiene
AGM3002,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGM3003,No tiene,No tiene, (Programa = Mag Gesti�n Empresas),No tiene
AGM3000,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGM3001,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),No tiene
AGL380,No tiene,No tiene,No tiene,No tiene
AGL282,AGL201 o AAC201 o AGE1113,No tiene,No tiene,No tiene
AGL280,(AGL201 y FIS109C) o (AGL201 y MAT1220),No tiene,No tiene,(AAC280 o AGE2113)
AGL275,No tiene,No tiene,No tiene,No tiene
AGL270,No tiene,No tiene,(Creditos >= 300),No tiene
AGL233,AGL070(c) o AGL231,No tiene,No tiene,(AGL290)
AGL232,(AGE206 y EAE105A) o (AGE207 y EAE105A) o (EAE105A y FIS109C),No tiene,No tiene,(AGL231)
AGL221,(AGL060 y BIO141C) o (AGL060 y BIO141T) o (BIO141C y FIS109C) o (BIO141C y QIM202),No tiene,No tiene,(AAC221 o AGZ1147)
AGL211,BIO211 o BIO211G o BIO225 o BIO277B,No tiene,No tiene,(AAC211 o AGC1146 o AGC1156 o AIF2100)
AGL204,QIM202 o BIO228C o BIO257C,No tiene,No tiene,No tiene
AGL203,BIO100 o BIO100B o BIO141 o BIO141C o BIO108A o BIO141T o AGL202,No tiene,No tiene,(AAC203 o AGC1163)
AGL201,MAT113G o MAT1419 o MAT1501 o MAT1502 o MAT1503 o MAT1506 o MAT1100 o MAT210E o MAT1610,No tiene,No tiene,(AAC201 o AGE1113)
AGL200,AGL100 y AGL231,No tiene,No tiene,(AAP200 o AGC2052 o AGE1061 o AGE2010 o AGF2000 o AIF1061)
AGL150,AGL100 o AAP100 o AGF1051 o AIF1051,No tiene,No tiene,No tiene
AGL112,(AGL040 y BIO211G(c) y MAT1100) o FIS1503 o FIS109C,No tiene,No tiene,(AAC112 o AGC1180 o FIZ1111)
AGL111,AAC110 o AGC1142 o AGL110,No tiene,No tiene,(AAC111 o AGC1162 o AGR2162)
AGL110,(BIO211G y QIM202) o (AGL040 y QIM201G),No tiene,No tiene,(AAC110 o AGC1142)
AGL101,No tiene,No tiene,No tiene,No tiene
AGL100,No tiene,No tiene,No tiene,(AAP100 o AGF1051 o AIF1051)
AGL090,AGL070 y (AGL231(c) o AGL232(c)),No tiene,No tiene,No tiene
AGL070,AGL060,No tiene,No tiene,No tiene
AGL060,(AGL040 y AGL201(c)) o (AGL040 y AAC201(c)) o (AGL040 y AGE1113(c)) o (AGL201 y AAC201(c)) o (AGL201 y AGE1113(c)),No tiene,No tiene,(AGL021)
AGL030,No tiene,No tiene,No tiene,(AGL010)
AGL009,No tiene,No tiene,No tiene,No tiene
AGF338,AGF326(c) o AGF301(c),No tiene,No tiene,(AGF305)
AGF335,AGF325(c) o AGF312(c),No tiene,No tiene,No tiene
AGF331,AGL204,No tiene,No tiene,(AGF303)
AGF330,BIO211G y AGL110 y (AGF201 o AGR220),No tiene,No tiene,No tiene
AGF329,AGF201 y AGL204,No tiene,No tiene,(AGF307)
AGF328,AGF201,No tiene,No tiene,(AGF304)
AGF327,AGF201,No tiene,No tiene,(AGF302)
AGF326,AGF201 o AAF201 o AGC1155,No tiene,No tiene,(AGF301)
AGF321,(AGC206 y AGL211) o (AGF201 y AGL211),No tiene,No tiene,(AGC321)
AGF201,(AGL111 y AGL112 y AGL210) o (AGL060 y BIO211G),No tiene,No tiene,(AAF201 o AGC1155)
AGE3819,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
AGE3817,AGE3790 y AGE3791 y AGE3810 y AGE3811 y AGE3813 y AGE3814 y AGP3132,y,(Carrera=Mag Ec Agra y Ambien),No tiene
AGE3815,AGE3812 o AGE3805,y, ((Programa = Mag Econ Agra Y Ambi) o (Programa = Doct Cs De Agricult)),(AGE3804)
AGE3810,No tiene,No tiene, ((Carrera = Mag Ec Agra y Ambien) o (Carrera = Doct Cs de Agricult)),No tiene
AGE3796,EAE110A y EAE120A,o,(Carrera=Mag Gestion Empresas) o (Carrera=Mag Sist Produc Anim) o (Carrera=Mag Fis y Prod Veget) o (Carrera=Mag Ec Agra y Ambien) o (Carrera=Mag Rec Naturales) o (Carrera=Doct Cs de Agricult),No tiene
AGE3801,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
AGE3812,No tiene,No tiene, ((Carrera = Mag Ec Agra y Ambien) o (Carrera = Doct Cs de Agricult)),(AGE3805)
AGE3811,No tiene,No tiene, ((Carrera = Mag Ec Agra y Ambien) o (Carrera = Doct Cs de Agricult)),No tiene
AGE3814,(AGE3812 y AGE3813) o (AGE3812 y AGE3806) o (AGE3805 y AGE3813) o (AGE3805 y AGE3806),y, (Programa = Mag Econ Agra Y Ambi),(AGE3807)
AGE3792,EAE120A(c) o EAE1210(c),No tiene,No tiene,(AGE312 o AGE3310 o AGE3774)
AGE3667,(AGL232 o AGL231),y, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
AGE3666,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
AGE317,AGL280,No tiene,No tiene,(AGE307)
AGE315,AGL232 o AGL231,No tiene,No tiene,(AGE304)
AGE313,AGE207 o AGE206 o AGE305,No tiene,No tiene,No tiene
AGE312,AGE207 o AGE206 o AGE305,No tiene,No tiene,(AGE3792)
AGE308,AGE207 o AGE206 o AGE305,No tiene,No tiene,(AGE205 o AGL308)
AGE303,No tiene,No tiene,(Creditos >= 400),(AAE303 o AGE2270 o AGE3009)
AGE259,AGF201 y EAE105A,No tiene,No tiene,No tiene
AGE207,EAE105A o EAE100A o EAE102A o EAE102C o EAE102G o EAE102S,No tiene,No tiene,(AGE305)
AGE3009,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),(AGE303)
AGE206,EAE105A o EAE100A o EAE102A o EAE102C o EAE102G o EAE102S,No tiene,No tiene,(AGE305)
AGC3800,No tiene,No tiene, (Programa = Mag Fis Y Prod Veget),No tiene
AGC3801,AGC3800,y, (Programa = Mag Fis Y Prod Veget),No tiene
AGC3784,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
AGC3783,No tiene,No tiene, ((Programa = Mag Gesti�n Empresas) o (Programa = Mag Sist Prod Animal) o (Programa = Mag Fis Y Prod Veget) o (Programa = Mag Econ Agra Y Ambi) o (Programa = Mag Rec Naturales) o (Programa = Doct Cs De Agricult)),No tiene
AGC3781,No tiene,No tiene, ((Nivel = Doctorado) o (Nivel = Magister)),No tiene
AGC3779,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGR3779)
AGC3667,No tiene,No tiene, ((Carrera = Mag Gestion Empresas) o (Carrera = Mag Sist Produc Anim) o (Carrera = Mag Fis y Prod Veget) o (Carrera = Mag Ec Agra y Ambien) o (Carrera = Mag Rec Naturales) o (Carrera = Doct Cs de Agricult)),(AGC3508)
